firm_name,discovery_source,firm_type,type_evidence,website,hq_location,corporate_linkedin,signal_date,signal_type,reachability_score,record_status,rejection_reason,aum,aum__source,aum__method,aum__confidence,aum__epistemic,aum__asof,investing_thesis,investing_thesis__source,investing_thesis__method,investing_thesis__confidence,investing_thesis__epistemic,investing_thesis__asof,mandate,mandate__source,mandate__method,mandate__confidence,mandate__epistemic,mandate__asof,background,background__source,background__method,background__confidence,background__epistemic,background__asof,principal_name,principal_name__source,principal_name__method,principal_name__confidence,principal_name__epistemic,principal_name__asof,principal_title,principal_title__source,principal_title__method,principal_title__confidence,principal_title__epistemic,principal_title__asof,principal_linkedin,principal_linkedin__source,principal_linkedin__method,principal_linkedin__confidence,principal_linkedin__epistemic,principal_linkedin__asof,principal_email,principal_email__source,principal_email__method,principal_email__confidence,principal_email__epistemic,principal_email__asof,principal_phone,principal_phone__source,principal_phone__method,principal_phone__confidence,principal_phone__epistemic,principal_phone__asof,recent_signal,recent_signal__source,recent_signal__method,recent_signal__confidence,recent_signal__epistemic,recent_signal__asof
Boston Family Office Llc,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Boston Family Office Llc' (SEC 13F-HR 2026-05-13 (CIK 0001039807)); single- vs multi-family unproven,https://bosfam.com,"20 CUSTOM HOUSE STREET, SUITE 700, BOSTON, MA, 02110",,,,25,Qualified,,$1.50B (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1039807/000103980726000004/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-13,,,,,,,,,,,,,,,,,,,George Beal,https://www.sec.gov/Archives/edgar/data/1039807/000103980726000004/primary_doc.xml,13F signature block,High,fact,2026-05-13,Managing Partner,https://www.sec.gov/Archives/edgar/data/1039807/000103980726000004/primary_doc.xml,13F signature block,High,fact,2026-05-13,,,,,,,,,,,,,6176240800,SEC EDGAR submissions CIK 0001039807,official SEC filing (business phone),High,fact,2026-05-13,,,,,,
"Callan Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Callan Family Office, Llc' (SEC 13F-HR 2026-05-13 (CIK 0001938970)); single- vs multi-family unproven",https://callanfamilyoffice.com,"201 KING OF PRUSSIA ROAD, SUITE 650, RADNOR, PA, 19087",,,,25,Qualified,,$4.41B (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1938970/000193897026000003/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-13,,,,,,,,,,,,,,,,,,,John Ginter,https://www.sec.gov/Archives/edgar/data/1938970/000193897026000003/primary_doc.xml,13F signature block,High,fact,2026-05-13,CEO and CCO,https://www.sec.gov/Archives/edgar/data/1938970/000193897026000003/primary_doc.xml,13F signature block,High,fact,2026-05-13,,,,,,,,,,,,,(267) 250-2036,SEC EDGAR submissions CIK 0001938970,official SEC filing (business phone),High,fact,2026-05-13,,,,,,
Collective Family Office Llc,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Collective Family Office Llc' (SEC 13F-HR 2026-07-02 (CIK 0001845066)); single- vs multi-family unproven,https://collectivefamilyoffice.com,"235 ST. CHARLES WAY, STE. 200, YORK, PA, 17402",,,,25,Qualified,,$489.1M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1845066/000184506626000004/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-07-02,,,,,,,,,,,,,,,,,,,Trevor N. Hoffman,https://www.sec.gov/Archives/edgar/data/1845066/000184506626000004/primary_doc.xml,13F signature block,High,fact,2026-07-02,CCO/COO,https://www.sec.gov/Archives/edgar/data/1845066/000184506626000004/primary_doc.xml,13F signature block,High,fact,2026-07-02,,,,,,,,,,,,,717-893-5055,SEC EDGAR submissions CIK 0001845066,official SEC filing (business phone),High,fact,2026-07-23,,,,,,
"Colony Family Offices, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Colony Family Offices, Llc' (SEC 13F-HR 2026-07-20 (CIK 0001633573)); single- vs multi-family unproven",https://colonyfamilyoffices.com,"4250 CONGRESS STREET, SUITE 175, CHARLOTTE, NC, 28209",,,,25,Qualified,,$455.1M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1633573/000139834426012330/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-07-20,,,,,,,,,,,,,,,,,,,Eric D. Ridenour,https://www.sec.gov/Archives/edgar/data/1633573/000139834426012330/primary_doc.xml,13F signature block,High,fact,2026-07-20,Managing Director/Chief Compliance Officer,https://www.sec.gov/Archives/edgar/data/1633573/000139834426012330/primary_doc.xml,13F signature block,High,fact,2026-07-20,,,,,,,,,,,,,704-285-7300,SEC EDGAR submissions CIK 0001633573,official SEC filing (business phone),High,fact,2026-07-20,,,,,,
"Custos Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Custos Family Office, Llc' (SEC 13F-HR 2026-02-17 (CIK 0001904423)); single- vs multi-family unproven",https://custosfo.com,"9011 MOUNTAIN RIDGE DRIVE, SUITE 200, AUSTIN, TX, 78759",,,,25,Qualified,,$146.5M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1904423/000190442326000001/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-02-17,,,,,,,,,,,,,,,,,,,Mitchell Herr,https://www.sec.gov/Archives/edgar/data/1904423/000190442326000001/primary_doc.xml,13F signature block,High,fact,2026-02-17,Principal,https://www.sec.gov/Archives/edgar/data/1904423/000190442326000001/primary_doc.xml,13F signature block,High,fact,2026-02-17,,,,,,,,,,,,,3035787024,SEC EDGAR submissions CIK 0001904423,official SEC filing (business phone),High,fact,2026-02-17,,,,,,
"Geller Family Office Services, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Geller Family Office Services, Llc' (SEC 13F-HR 2025-02-14 (CIK 0001354739)); single- vs multi-family unproven",https://gellerco.com,"909 THIRD AVENUE, 16TH FLOOR, ATTN: CHIEF COMPLIANCE OFFICER, NEW YORK, NY, 10022",,,,25,Qualified,,$1.52B (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1354739/000117266125001093/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2025-02-14,,,,,,,,,,,,,,,,,,,Beverly Duke,https://www.sec.gov/Archives/edgar/data/1354739/000117266125001093/primary_doc.xml,13F signature block,High,fact,2025-02-14,Chief Compliance Officer,https://www.sec.gov/Archives/edgar/data/1354739/000117266125001093/primary_doc.xml,13F signature block,High,fact,2025-02-14,,,,,,,,,,,,,212-583-6000,SEC EDGAR submissions CIK 0001354739,official SEC filing (business phone),High,fact,2025-02-14,,,,,,
"Heritage Family Offices, Llp",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Heritage Family Offices, Llp' (SEC 13F-HR 2026-04-08 (CIK 0002019316)); single- vs multi-family unproven",https://heritagefo.com,"9841 E BELL RD,, STE 110, SCOTTSDALE, AZ, 85260",,,,25,Qualified,,$225.5M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/2019316/000201931626000002/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-04-08,,,,,,,,,,,,,,,,,,,Michael Frost,https://www.sec.gov/Archives/edgar/data/2019316/000201931626000002/primary_doc.xml,13F signature block,High,fact,2026-04-08,CCO,https://www.sec.gov/Archives/edgar/data/2019316/000201931626000002/primary_doc.xml,13F signature block,High,fact,2026-04-08,,,,,,,,,,,,,602-775-5400,SEC EDGAR submissions CIK 0002019316,official SEC filing (business phone),High,fact,2026-07-06,,,,,,
Riverglades Family Offices Llc,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Riverglades Family Offices Llc' (SEC 13F-HR 2026-05-14 (CIK 0001619779)); single- vs multi-family unproven,https://rivergladesfo.com,"2640 GOLDEN GATE PKWY, SUITE 105, NAPLES, FL, 34105",,,,25,Qualified,,$170.1M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1619779/000161977926000001/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-14,,,,,,,,,,,,,,,,,,,PJ Marinelli,https://www.sec.gov/Archives/edgar/data/1619779/000161977926000001/primary_doc.xml,13F signature block,High,fact,2026-05-14,Chief Compliance Officer,https://www.sec.gov/Archives/edgar/data/1619779/000161977926000001/primary_doc.xml,13F signature block,High,fact,2026-05-14,,,,,,,,,,,,,2392634079,SEC EDGAR submissions CIK 0001619779,official SEC filing (business phone),High,fact,2026-05-14,,,,,,
"Stokes Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Stokes Family Office, Llc' (SEC 13F-HR 2026-05-12 (CIK 0001802278)); single- vs multi-family unproven",https://stokesfamilyoffice.com,"1100 POYDRAS STREET, SUITE 2775, NEW ORLEANS, LA, 70163",,,,25,Qualified,,$969.0M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1802278/000106299326002504/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-12,,,,,,,,,,,,,,,,,,,Charles Tiblier,https://www.sec.gov/Archives/edgar/data/1802278/000106299326002504/primary_doc.xml,13F signature block,High,fact,2026-05-12,CCO,https://www.sec.gov/Archives/edgar/data/1802278/000106299326002504/primary_doc.xml,13F signature block,High,fact,2026-05-12,,,,,,,,,,,,,5043994100,SEC EDGAR submissions CIK 0001802278,official SEC filing (business phone),High,fact,2026-05-12,,,,,,
"Timonier Family Office, Ltd.",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Timonier Family Office, Ltd.' (SEC 13F-HR 2026-02-04 (CIK 0002038170)); single- vs multi-family unproven",https://timonier.com,"121 REYNOLDA VILLAGE, SUITE B, WINSTON SALEM, NC, 27106",,,,25,Qualified,,$315.1M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/2038170/000203817026000001/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-02-04,,,,,,,,,,,,,,,,,,,Janice French,https://www.sec.gov/Archives/edgar/data/2038170/000203817026000001/primary_doc.xml,13F signature block,High,fact,2026-02-04,Chief Compliance Office,https://www.sec.gov/Archives/edgar/data/2038170/000203817026000001/primary_doc.xml,13F signature block,High,fact,2026-02-04,,,,,,,,,,,,,3367255010,SEC EDGAR submissions CIK 0002038170,official SEC filing (business phone),High,fact,2026-02-04,,,,,,
Virtus Family Office Llc,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Virtus Family Office Llc' (SEC 13F-HR 2026-05-07 (CIK 0001913482)); single- vs multi-family unproven,https://virtus-fo.com,"500 W. OVERLAND AVE, STE 250-Q, EL PASO, TX, 79901",,,,25,Qualified,,$117.2M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1913482/000121465926005687/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-07,,,,,,,,,,,,,,,,,,,Norma Angelica Peralta Morales,https://www.sec.gov/Archives/edgar/data/1913482/000121465926005687/primary_doc.xml,13F signature block,High,fact,2026-05-07,Chief Compliance Officer,https://www.sec.gov/Archives/edgar/data/1913482/000121465926005687/primary_doc.xml,13F signature block,High,fact,2026-05-07,,,,,,,,,,,,,9157303885,SEC EDGAR submissions CIK 0001913482,official SEC filing (business phone),High,fact,2026-05-07,,,,,,
"Wealthgate Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Wealthgate Family Office, Llc' (SEC 13F-HR 2024-11-08 (CIK 0001835441)); single- vs multi-family unproven",https://wealthgate.de,"5025 PEARL PARKWAY, BOULDER, CO, 80301",,,,25,Qualified,,$35.9M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1835441/000139834424020268/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2024-11-08,,,,,,,,,,,,,,,,,,,Galen Moore,https://www.sec.gov/Archives/edgar/data/1835441/000139834424020268/primary_doc.xml,13F signature block,High,fact,2024-11-08,Chief Compliance Officer,https://www.sec.gov/Archives/edgar/data/1835441/000139834424020268/primary_doc.xml,13F signature block,High,fact,2024-11-08,,,,,,,,,,,,,303-968-1737,SEC EDGAR submissions CIK 0001835441,official SEC filing (business phone),High,fact,2024-11-08,,,,,,
Redwood Holdings,Wikidata (P31: family office),Unconfirmed,Wikidata classifies this entity as a family office (instance of Q751314 'family office'); single- vs multi-family split unproven,https://www.redwoodholdings.net,United States,,"Mon, 23 Mar 2026",news,25,Qualified,,,,,,,,,,,,,,,,,,,,Redwood Holdings Redwood Holdings Home,https://www.redwoodholdings.net,site homepage / meta description,Medium,fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood files “RedwoodRe” trademark for reinsurance underwriting - Coverager,https://news.google.com/rss/articles/CBMijgFBVV95cUxNUUN1a0NqZ3ZiS0E0Qks4T1Y5UU9Ua1I4V2lHemgzb0kwa0NnaEFUQkt1eTl5dGZqdmluZjNSRDZWdUluUFBybkRiUDBkanRsMVhXWjVEcmNiTEFCQjFjTmdlRUlKQkxkdEVRVjVVcDFKb0g0WUlZSUJyNWhXRE9SZk00VGxYT21pUjM4Z0d3?oc=5,targeted news query,Low,inference,"Mon, 23 Mar 2026"
"Kopp Family Office, LLC",SEC EDGAR full-text search,Unconfirmed,"files SEC 13F-HR as 'Kopp Family Office, LLC' (SEC 13F-HR 2026-07-09 (CIK 0001683689)); single- vs multi-family unproven",,"701 CARLSON PARKWAY, SUITE 1030, MINNETONKA, MN, 55305",,,,25,Qualified,,$163.2M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1683689/000089271226000313/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-07-09,,,,,,,,,,,,,,,,,,,John P. Flakne,https://www.sec.gov/Archives/edgar/data/1683689/000089271226000313/primary_doc.xml,13F signature block,High,fact,2026-07-09,Chief Financial Officer,https://www.sec.gov/Archives/edgar/data/1683689/000089271226000313/primary_doc.xml,13F signature block,High,fact,2026-07-09,,,,,,,,,,,,,952-841-0400,SEC EDGAR submissions CIK 0001683689,official SEC filing (business phone),High,fact,2026-07-09,,,,,,
Allie Family Office Llc,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Allie Family Office Llc' (SEC 13F-HR 2026-05-14 (CIK 0001908612)); single- vs multi-family unproven,,"1200 BRICKELL AVENUE, SUITE 800, MIAMI, FL, 33131",,,,25,Qualified,,$228.5M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1908612/000190861226000002/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-14,,,,,,,,,,,,,,,,,,,Daniel Bejarano,https://www.sec.gov/Archives/edgar/data/1908612/000190861226000002/primary_doc.xml,13F signature block,High,fact,2026-05-14,Managing Director,https://www.sec.gov/Archives/edgar/data/1908612/000190861226000002/primary_doc.xml,13F signature block,High,fact,2026-05-14,,,,,,,,,,,,,7866357162,SEC EDGAR submissions CIK 0001908612,official SEC filing (business phone),High,fact,2026-05-14,,,,,,
"Capitol Family Office, Inc.",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Capitol Family Office, Inc.' (SEC 13F-HR 2026-04-15 (CIK 0001863768)); single- vs multi-family unproven",,"1500 NW BETHANY BLVD., SUITE 200, BEAVERTON, OR, 97006",,,,25,Qualified,,$84.7M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1863768/000186376826000004/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-04-15,,,,,,,,,,,,,,,,,,,Erica Nortman,https://www.sec.gov/Archives/edgar/data/1863768/000186376826000004/primary_doc.xml,13F signature block,High,fact,2026-04-15,CCO,https://www.sec.gov/Archives/edgar/data/1863768/000186376826000004/primary_doc.xml,13F signature block,High,fact,2026-04-15,,,,,,,,,,,,,503-897-0236,SEC EDGAR submissions CIK 0001863768,official SEC filing (business phone),High,fact,2026-04-15,,,,,,
"Covenant Multifamily Offices, Llc",SEC CIK registry (entity names),MFO,"firm's own name states multi-family: 'Covenant Multifamily Offices, Llc'; files SEC 13F-HR as 'Covenant Multifamily Offices, Llc' (SEC 13F-HR 2021-10-21 (CIK 0001599749))",,"18756 STONE OAK PARKWAY, SUITE 102, SAN ANTONIO, TX, 78258",,,,25,Qualified,,$556.9M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1599749/000110465921128387/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2021-10-21,,,,,,,,,,,,,,,,,,,Kristina Craig,https://www.sec.gov/Archives/edgar/data/1599749/000110465921128387/primary_doc.xml,13F signature block,High,fact,2021-10-21,Chief Financial Officer,https://www.sec.gov/Archives/edgar/data/1599749/000110465921128387/primary_doc.xml,13F signature block,High,fact,2021-10-21,,,,,,,,,,,,,210-403-5350,SEC EDGAR submissions CIK 0001599749,official SEC filing (business phone),High,fact,2021-10-21,,,,,,
"Cva Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Cva Family Office, Llc' (SEC 13F-HR 2026-04-29 (CIK 0001802084)); single- vs multi-family unproven",,"255 FILLMORE STREET, SUITE 500, DENVER, CO, 80206",,,,25,Qualified,,$949.6M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1802084/000180208426000002/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-04-29,,,,,,,,,,,,,,,,,,,Dalyce Tinoco,https://www.sec.gov/Archives/edgar/data/1802084/000180208426000002/primary_doc.xml,13F signature block,High,fact,2026-04-29,Dir of Wealth Advisory,https://www.sec.gov/Archives/edgar/data/1802084/000180208426000002/primary_doc.xml,13F signature block,High,fact,2026-04-29,,,,,,,,,,,,,3032435611,SEC EDGAR submissions CIK 0001802084,official SEC filing (business phone),High,fact,2026-04-29,,,,,,
Intrepid Family Office Llc,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Intrepid Family Office Llc' (SEC 13F-HR 2026-05-15 (CIK 0001596197)); single- vs multi-family unproven,,"2170 MAIN ST, UNIT 404, SARASOTA, FL, 34237",,,,25,Qualified,,$123.6M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1596197/000101359426000589/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-05-15,,,,,,,,,,,,,,,,,,,Matt Dino,https://www.sec.gov/Archives/edgar/data/1596197/000101359426000589/primary_doc.xml,13F signature block,High,fact,2026-05-15,Chief Financial Officer,https://www.sec.gov/Archives/edgar/data/1596197/000101359426000589/primary_doc.xml,13F signature block,High,fact,2026-05-15,,,,,,,,,,,,,(203) 862-3372,SEC EDGAR submissions CIK 0001596197,official SEC filing (business phone),High,fact,2026-05-15,,,,,,
Louis-Dreyfus Family Office Llc,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Louis-Dreyfus Family Office Llc' (SEC 13F-HR 2022-11-10 (CIK 0001889527)); single- vs multi-family unproven,,"10 WESTPORT ROAD, STE C-201, PO BOX 690, WILTON, CT, 06897",,,,25,Qualified,,$64.7M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1889527/000149315222031320/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2022-11-10,,,,,,,,,,,,,,,,,,,W. Thomas Wingertzahn,https://www.sec.gov/Archives/edgar/data/1889527/000149315222031320/primary_doc.xml,13F signature block,High,fact,2022-11-10,Chief Financial Officer,https://www.sec.gov/Archives/edgar/data/1889527/000149315222031320/primary_doc.xml,13F signature block,High,fact,2022-11-10,,,,,,,,,,,,,203-762-6135,SEC EDGAR submissions CIK 0001889527,official SEC filing (business phone),High,fact,2022-11-10,,,,,,
Marcuard Family Office Ltd,SEC CIK registry (entity names),Unconfirmed,files SEC 13F-HR as 'Marcuard Family Office Ltd' (SEC 13F-HR 2014-10-16 (CIK 0001538112)); single- vs multi-family unproven,https://marcuardfamilyoffice.com,"THEATERSTRASSE 12, ZURICH, V8, 8024",,,,25,Qualified,,$46.5M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/1538112/000114420414061442/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,Managing Partner &amp; Assistant Vice President,https://www.sec.gov/Archives/edgar/data/1538112/000114420414061442/primary_doc.xml,13F signature block,High,fact,2014-10-16,,,,,,,,,,,,,41 43 344 60 00,SEC EDGAR submissions CIK 0001538112,official SEC filing (business phone),High,fact,2014-10-16,,,,,,
"Oneascent Family Office, Llc",SEC CIK registry (entity names),Unconfirmed,"files SEC 13F-HR as 'Oneascent Family Office, Llc' (SEC 13F-HR 2026-04-21 (CIK 0002055812)); single- vs multi-family unproven",,"23 INVERNESS CENTER PARKWAY, BIRMINGHAM, AL, 35242",,,,25,Qualified,,$143.2M (13F portfolio value),https://www.sec.gov/Archives/edgar/data/2055812/000205581226000002/primary_doc.xml,"13F tableValueTotal — US-listed equities only, not full AUM",High,fact,2026-04-21,,,,,,,,,,,,,,,,,,,Ashleigh Swayze,https://www.sec.gov/Archives/edgar/data/2055812/000205581226000002/primary_doc.xml,13F signature block,High,fact,2026-04-21,Counsel,https://www.sec.gov/Archives/edgar/data/2055812/000205581226000002/primary_doc.xml,13F signature block,High,fact,2026-04-21,,,,,,,,,,,,,2053139142,SEC EDGAR submissions CIK 0002055812,official SEC filing (business phone),High,fact,2026-04-21,,,,,,
